# Lines failed conversion in the new file:

chr7	142166662	142166663	0.517319
chr7	142168143	142168144	0.519660
chr7	142169780	142169781	0.522206
chr7	142171207	142171208	0.524390
chr7	142174072	142174073	0.528663
chr7	142298265	142298266	0.495315
chr8	2016499	2016500	-0.881631
chr8	2308818	2308819	-0.958832
chr8	36296929	36296930	-1.488423
chr8	86870646	86870647	-1.247214
chr8	86895034	86895035	-1.188033
chr8	86899162	86899163	-1.178370
chr8	116751625	116751626	-1.050161
chr8	117355898	117355899	-0.539264
chr8	145535236	145535237	1.522591
chr9	43053487	43053488	-0.076655
chr9	43333939	43333940	-0.774927
chr9	43335409	43335410	-0.776827
chr9	43336658	43336659	-0.778437
chr9	43338134	43338135	-0.780334
chr9	43339815	43339816	-0.782488
chr9	43400215	43400216	-0.850176
chr9	43404847	43404848	-0.854039
chr9	43483818	43483819	-0.890211
chr9	43585317	43585318	-0.908069
chr9	43644882	43644883	-0.932824
chr9	43846719	43846720	-0.995735
chr9	45456343	45456344	0.586446
chr9	45596908	45596909	0.256787
chr9	45600805	45600806	0.245581
chr9	66518584	66518585	-0.192817
chr9	68221333	68221334	-0.297456
chr9	135141426	135141427	1.183442
chr10	17921558	17921559	-0.757957
chr10	41916834	41916835	-1.394404
chr10	41916835	41916836	-1.394401
chr10	41916836	41916837	-1.394398
chr10	41916837	41916838	-1.394395
chr10	41916838	41916839	-1.394392
chr10	41916839	41916840	-1.394389
chr10	41916840	41916841	-1.394386
chr10	41916841	41916842	-1.394383
chr10	41916842	41916843	-1.394380
chr10	41916843	41916844	-1.394377
chr10	41916844	41916845	-1.394374
chr10	41916845	41916846	-1.394371
chr10	41916846	41916847	-1.394368
chr10	41916847	41916848	-1.394365
chr10	41916848	41916849	-1.394362
chr10	41916849	41916850	-1.394359
chr10	41916850	41916851	-1.394356
chr10	41916851	41916852	-1.394353
chr10	41916852	41916853	-1.394350
chr10	41916853	41916854	-1.394346
chr10	41916854	41916855	-1.394343
chr10	41916856	41916857	-1.394337
chr10	41916857	41916858	-1.394334
chr10	41916859	41916860	-1.394328
chr10	41916860	41916861	-1.394325
chr10	41916862	41916863	-1.394319
chr10	41916864	41916865	-1.394313
chr10	41916866	41916867	-1.394307
chr10	41916870	41916871	-1.394295
chr10	41916874	41916875	-1.394283
chr10	47487026	47487027	2.178520
chr10	47508412	47508413	1.959825
chr10	81391667	81391668	0.509355
chr10	81458071	81458072	0.344690
chr11	50738054	50738055	-1.171927
chr11	51048765	51048766	-1.131646
chr11	95948189	95948190	0.701994
chr12	17445	17446	0.991448
chr12	18087	18088	0.992537
chr12	19079	19080	0.994219
chr12	20217	20218	0.996148
chr12	75049883	75049884	0.627386
chr13	85709288	85709289	-1.714606
chr13	85710359	85710360	-1.714526
chr13	85711268	85711269	-1.714459
chr13	85712456	85712457	-1.714371
chr13	85714391	85714392	-1.714228
chr13	85715443	85715444	-1.714149
chr13	85716375	85716376	-1.714080
chr13	85717191	85717192	-1.714018
chr13	85718221	85718222	-1.713940
chr13	85719325	85719326	-1.713855
chr14	18607062	18607063	-1.169625
chr14	18680831	18680832	-1.342274
chr14	18947055	18947056	-1.415032
chr14	21379012	21379013	0.573320
chr14	21671609	21671610	1.118271
chr14	105555557	105555558	1.397756
chr14	105599267	105599268	1.419936
chr14	105600963	105600964	1.420343
chr14	105602597	105602598	1.420697
chr14	105609775	105609776	1.421785
chr14	105611577	105611578	1.421933
chr14	105614217	105614218	1.422057
chr14	105616296	105616297	1.422078
chr14	105618206	105618207	1.422037
chr14	105620324	105620325	1.421928
chr14	105622450	105622451	1.421750
chr14	105624701	105624702	1.421491
chr14	105626633	105626634	1.421212
chr14	105630561	105630562	1.420489
chr14	105632610	105632611	1.420032
chr14	105635187	105635188	1.419382
chr14	105637411	105637412	1.418755
chr14	105877541	105877542	1.167909
chr14	105880716	105880717	1.162819
chr14	106006389	106006390	1.153273
chr14	106103376	106103377	1.363983
chr15	19355960	19355961	-1.450832
chr16	44943820	44943821	NaN
chr16	44944996	44944997	NaN
chr16	44945131	44945132	NaN
chr16	44945661	44945662	NaN
chr16	44945799	44945800	NaN
chr16	44945803	44945804	NaN
chr16	44945807	44945808	NaN
chr16	44945812	44945813	NaN
chr16	44945816	44945817	NaN
chr16	44945820	44945821	NaN
chr16	44945878	44945879	NaN
chr16	44945883	44945884	NaN
chr16	44945889	44945890	NaN
chr16	44945895	44945896	NaN
chr16	44945903	44945904	NaN
chr16	44946202	44946203	NaN
chr16	44946599	44946600	NaN
chr16	44948097	44948098	NaN
chr16	44948108	44948109	NaN
chr16	44948188	44948189	NaN
chr16	44948329	44948330	NaN
chr16	44948341	44948342	NaN
chr16	44948588	44948589	NaN
chr16	44948599	44948600	NaN
chr16	44948611	44948612	NaN
chr16	44948625	44948626	NaN
chr16	44949085	44949086	NaN
chr16	44949086	44949087	NaN
chr16	44949088	44949089	NaN
chr16	44949089	44949090	NaN
chr16	44949213	44949214	NaN
chr16	44949222	44949223	NaN
chr16	44949226	44949227	NaN
chr16	44949230	44949231	NaN
chr16	44949234	44949235	NaN
chr16	44949237	44949238	NaN
chr16	44949241	44949242	NaN
chr16	44949245	44949246	NaN
chr16	44949248	44949249	NaN
chr16	44949251	44949252	NaN
chr16	44949254	44949255	NaN
chr16	44949257	44949258	NaN
chr16	44949259	44949260	NaN
chr16	44949262	44949263	NaN
chr16	44949265	44949266	NaN
chr16	44949267	44949268	NaN
chr16	44949325	44949326	NaN
chr16	44949329	44949330	NaN
chr16	44949335	44949336	NaN
chr16	44949341	44949342	NaN
chr16	44949350	44949351	NaN
chr16	44949527	44949528	NaN
chr16	44949528	44949529	NaN
chr16	44949529	44949530	NaN
chr16	44949530	44949531	NaN
chr16	44949532	44949533	NaN
chr16	44949533	44949534	NaN
chr16	44949534	44949535	NaN
chr16	44949535	44949536	NaN
chr16	44950148	44950149	NaN
chr16	44950211	44950212	NaN
chr16	44950221	44950222	NaN
chr16	44950232	44950233	NaN
chr16	44950390	44950391	NaN
chr16	44950393	44950394	NaN
chr16	44950395	44950396	NaN
chr16	44950397	44950398	NaN
chr16	44950527	44950528	NaN
chr16	44950532	44950533	NaN
chr16	44950536	44950537	NaN
chr16	44950540	44950541	NaN
chr16	44950544	44950545	NaN
chr16	44950547	44950548	NaN
chr16	44950550	44950551	NaN
chr16	44950553	44950554	NaN
chr16	44950557	44950558	NaN
chr16	44950564	44950565	NaN
chr16	44950728	44950729	NaN
chr16	44950729	44950730	NaN
chr16	44950731	44950732	NaN
chr16	44950733	44950734	NaN
chr16	44950734	44950735	NaN
chr16	44950736	44950737	NaN
chr16	44950738	44950739	NaN
chr16	44950740	44950741	NaN
chr16	44950742	44950743	NaN
chr16	44950745	44950746	NaN
chr16	44950748	44950749	NaN
chr16	44950751	44950752	NaN
chr16	44950754	44950755	NaN
chr16	44950761	44950762	NaN
chr16	44950770	44950771	NaN
chr16	44951256	44951257	NaN
chr16	44951729	44951730	NaN
chr16	44951748	44951749	NaN
chr16	44951760	44951761	NaN
chr16	44951769	44951770	NaN
chr16	44951775	44951776	NaN
chr16	44951783	44951784	NaN
chr16	44951791	44951792	NaN
chr16	44951797	44951798	NaN
chr16	44951804	44951805	NaN
chr16	44951811	44951812	NaN
chr16	44951818	44951819	NaN
chr16	44951824	44951825	NaN
chr16	44951831	44951832	NaN
chr16	44951840	44951841	NaN
chr16	44951847	44951848	NaN
chr16	44951854	44951855	NaN
chr16	44951910	44951911	NaN
chr16	44951919	44951920	NaN
chr16	44951934	44951935	NaN
chr16	44951949	44951950	NaN
chr16	44952311	44952312	NaN
chr16	44952512	44952513	NaN
chr16	44952532	44952533	NaN
chr16	44952542	44952543	NaN
chr16	44952555	44952556	NaN
chr16	44952563	44952564	NaN
chr16	44952569	44952570	NaN
chr16	44952576	44952577	NaN
chr16	44952581	44952582	NaN
chr16	44952586	44952587	NaN
chr16	44952592	44952593	NaN
chr16	44952596	44952597	NaN
chr16	44952951	44952952	NaN
chr16	44952980	44952981	NaN
chr16	44952991	44952992	NaN
chr16	44952998	44952999	NaN
chr16	44953002	44953003	NaN
chr16	44953005	44953006	NaN
chr16	44953007	44953008	NaN
chr16	44953009	44953010	NaN
chr16	44953011	44953012	NaN
chr16	44953013	44953014	NaN
chr16	44953015	44953016	NaN
chr16	44953017	44953018	NaN
chr16	44953019	44953020	NaN
chr16	44953020	44953021	NaN
chr16	44953022	44953023	NaN
chr16	44953024	44953025	NaN
chr16	44953026	44953027	NaN
chr16	44953028	44953029	NaN
chr16	44953029	44953030	NaN
chr16	44953031	44953032	NaN
chr16	44953033	44953034	NaN
chr16	44953034	44953035	NaN
chr16	44953036	44953037	NaN
chr16	44953038	44953039	NaN
chr16	44953040	44953041	NaN
chr16	44953042	44953043	NaN
chr16	44953044	44953045	NaN
chr16	44953046	44953047	NaN
chr16	44953048	44953049	NaN
chr16	44953050	44953051	NaN
chr16	44953052	44953053	NaN
chr16	44953055	44953056	NaN
chr16	44953058	44953059	NaN
chr16	44953979	44953980	NaN
chr16	44953990	44953991	NaN
chr16	44954000	44954001	NaN
chr16	44954013	44954014	NaN
chr16	44954186	44954187	NaN
chr16	44954194	44954195	NaN
chr16	44954204	44954205	NaN
chr16	44954215	44954216	NaN
chr16	44954260	44954261	NaN
chr16	44954354	44954355	NaN
chr16	44954362	44954363	NaN
chr16	44954378	44954379	NaN
chr16	44954391	44954392	NaN
chr16	44954400	44954401	NaN
chr16	44955398	44955399	NaN
chr16	44956411	44956412	NaN
chr16	44957136	44957137	NaN
chr16	44957513	44957514	NaN
chr16	44957521	44957522	NaN
chr16	44957632	44957633	NaN
chr16	44957643	44957644	NaN
chr16	44957648	44957649	NaN
chr16	44958305	44958306	NaN
chr16	44958747	44958748	NaN
chr16	44958763	44958764	NaN
chr16	44958775	44958776	NaN
chr16	44958788	44958789	NaN
chr16	44958880	44958881	NaN
chr16	44958901	44958902	NaN
chr16	44959909	44959910	NaN
chr16	44960126	44960127	NaN
chr16	44960129	44960130	NaN
chr16	44960136	44960137	NaN
chr16	44960143	44960144	NaN
chr16	44960152	44960153	NaN
chr16	44960164	44960165	NaN
chr16	44960177	44960178	NaN
chr16	44960561	44960562	NaN
chr16	44960624	44960625	NaN
chr16	44960779	44960780	NaN
chr16	44960822	44960823	NaN
chr16	44960999	44961000	NaN
chr16	44961068	44961069	NaN
chr16	44961069	44961070	NaN
chr16	44961070	44961071	NaN
chr16	44961072	44961073	NaN
chr16	44961073	44961074	NaN
chr16	44961074	44961075	NaN
chr16	44961075	44961076	NaN
chr16	44961076	44961077	NaN
chr16	44961077	44961078	NaN
chr16	44961078	44961079	NaN
chr16	44961079	44961080	NaN
chr16	44961080	44961081	NaN
chr16	44961082	44961083	NaN
chr16	44961083	44961084	NaN
chr16	44961084	44961085	NaN
chr16	44961086	44961087	NaN
chr16	44961087	44961088	NaN
chr16	44961088	44961089	NaN
chr16	44961089	44961090	NaN
chr16	44961090	44961091	NaN
chr16	44961091	44961092	NaN
chr16	44961093	44961094	NaN
chr16	44961094	44961095	NaN
chr16	44961095	44961096	NaN
chr16	44961096	44961097	NaN
chr16	44961097	44961098	NaN
chr16	44961099	44961100	NaN
chr16	44961100	44961101	NaN
chr16	44961101	44961102	NaN
chr16	44961102	44961103	NaN
chr16	44961104	44961105	NaN
chr16	44961105	44961106	NaN
chr16	44961106	44961107	NaN
chr16	44961107	44961108	NaN
chr16	44961109	44961110	NaN
chr16	44961110	44961111	NaN
chr16	44961111	44961112	NaN
chr16	44961112	44961113	NaN
chr16	44961114	44961115	NaN
chr16	44961116	44961117	NaN
chr16	44961117	44961118	NaN
chr16	44961118	44961119	NaN
chr16	44961119	44961120	NaN
chr16	44961121	44961122	NaN
chr16	44961122	44961123	NaN
chr16	44961123	44961124	NaN
chr16	44961124	44961125	NaN
chr16	44961126	44961127	NaN
chr16	44961127	44961128	NaN
chr16	44961128	44961129	NaN
chr16	44961129	44961130	NaN
chr16	44961131	44961132	NaN
chr16	44961132	44961133	NaN
chr16	44961133	44961134	NaN
chr16	44961134	44961135	NaN
chr16	44961136	44961137	NaN
chr16	44961137	44961138	NaN
chr16	44961139	44961140	NaN
chr16	44961140	44961141	NaN
chr16	44961141	44961142	NaN
chr16	44961143	44961144	NaN
chr16	44961145	44961146	NaN
chr16	44961146	44961147	NaN
chr16	44961148	44961149	NaN
chr16	44961150	44961151	NaN
chr16	44961152	44961153	NaN
chr16	44961154	44961155	NaN
chr16	44961156	44961157	NaN
chr16	44961158	44961159	NaN
chr16	44961161	44961162	NaN
chr16	44961163	44961164	NaN
chr16	44961166	44961167	NaN
chr16	44961169	44961170	NaN
chr16	44961172	44961173	NaN
chr16	44961174	44961175	NaN
chr16	44961179	44961180	NaN
chr16	44961184	44961185	NaN
chr16	44961189	44961190	NaN
chr16	44961196	44961197	NaN
chr16	44961206	44961207	NaN
chr16	44961216	44961217	NaN
chr16	44961225	44961226	NaN
chr16	44961230	44961231	NaN
chr16	44961233	44961234	NaN
chr16	44961355	44961356	NaN
chr16	44961441	44961442	NaN
chr16	44961459	44961460	NaN
chr16	44961475	44961476	NaN
chr16	44962314	44962315	NaN
chr16	44962438	44962439	NaN
chr16	44962447	44962448	NaN
chr16	44962458	44962459	NaN
chr16	44962483	44962484	NaN
chr16	44962492	44962493	NaN
chr16	44962498	44962499	NaN
chr16	44962503	44962504	NaN
chr16	44962507	44962508	NaN
chr16	44962510	44962511	NaN
chr16	44962513	44962514	NaN
chr16	44962516	44962517	NaN
chr16	44962518	44962519	NaN
chr16	44962521	44962522	NaN
chr16	44962670	44962671	NaN
chr16	44962684	44962685	NaN
chr16	44963562	44963563	NaN
chr16	44963619	44963620	NaN
chr16	44963627	44963628	NaN
chr16	44963636	44963637	NaN
chr16	44963652	44963653	NaN
chr16	44963663	44963664	NaN
chr16	44963673	44963674	NaN
chr16	44963710	44963711	NaN
chr16	44964046	44964047	NaN
chr16	44964060	44964061	NaN
chr16	44964068	44964069	NaN
chr16	44964075	44964076	NaN
chr16	44964080	44964081	NaN
chr16	44964084	44964085	NaN
chr16	44964088	44964089	NaN
chr16	44964098	44964099	NaN
chr16	44964117	44964118	NaN
chr16	44964126	44964127	NaN
chr16	44964209	44964210	NaN
chr16	44964384	44964385	NaN
chr16	44964385	44964386	NaN
chr16	44964387	44964388	NaN
chr16	44964388	44964389	NaN
chr16	44964390	44964391	NaN
chr16	44964392	44964393	NaN
chr16	44964394	44964395	NaN
chr16	44964396	44964397	NaN
chr16	44964399	44964400	NaN
chr16	44964402	44964403	NaN
chr16	44964405	44964406	NaN
chr16	44964407	44964408	NaN
chr16	44964409	44964410	NaN
chr16	44964412	44964413	NaN
chr16	44964415	44964416	NaN
chr16	44964419	44964420	NaN
chr16	44964425	44964426	NaN
chr16	44964817	44964818	NaN
chr16	44964819	44964820	NaN
chr16	44964821	44964822	NaN
chr16	44964823	44964824	NaN
chr16	44964825	44964826	NaN
chr16	44964827	44964828	NaN
chr16	44964829	44964830	NaN
chr16	44964831	44964832	NaN
chr16	44964835	44964836	NaN
chr16	44964837	44964838	NaN
chr16	44964841	44964842	NaN
chr16	44964851	44964852	NaN
chr16	44966243	44966244	NaN
chr16	44966253	44966254	NaN
chr16	44966257	44966258	NaN
chr16	44966260	44966261	NaN
chr16	44966263	44966264	NaN
chr16	44966265	44966266	NaN
chr16	44966268	44966269	NaN
chr16	44966271	44966272	NaN
chr16	44966275	44966276	NaN
chr16	44966279	44966280	NaN
chr16	44966285	44966286	NaN
chr16	44966435	44966436	NaN
chr16	44967056	44967057	NaN
chr16	44967082	44967083	NaN
chr16	44967098	44967099	NaN
chr16	44967261	44967262	NaN
chr16	44967290	44967291	NaN
chr16	44967312	44967313	NaN
chr16	44967333	44967334	NaN
chr16	44967959	44967960	NaN
chr16	44968100	44968101	NaN
chr16	44968118	44968119	NaN
chr16	44968132	44968133	NaN
chr16	44968153	44968154	NaN
chr16	44968878	44968879	NaN
chr16	44969066	44969067	NaN
chr16	44969340	44969341	NaN
chr16	44969469	44969470	NaN
chr16	44969494	44969495	NaN
chr16	44969748	44969749	NaN
chr17	263616	263617	0.793373
chr17	967938	967939	1.500830
chr17	21483995	21483996	-1.098640
chr17	21505379	21505380	-1.317232
chr17	21505830	21505831	-1.321828
chr17	32006593	32006594	0.989162
chr17	32136820	32136821	1.102144
chr17	32192212	32192213	1.160693
chr17	32770916	32770917	1.086899
chr17	32830422	32830423	1.115710
chr17	32832119	32832120	1.116470
chr17	33242772	33242773	1.205729
chr17	33698803	33698804	1.197930
chr17	41868964	41868965	1.051429
chr17	59895572	59895573	1.138796
chr18	75949191	75949192	0.438609
chr19	8626889	8626890	1.403003
chr19	45095814	45095815	1.243680
chr19	45098623	45098624	1.245780
chr19	46707994	46707995	1.144131
chr19	59329088	59329089	0.928815
chr19	59493248	59493249	1.156977
chr19	59495342	59495343	1.159618
chr19	59497180	59497181	1.161948
chr19	59498604	59498605	1.163762
chr19	59899659	59899660	0.920115
chr22	20598061	20598062	1.299442
chr22	22674766	22674767	1.478581
chr22	22677873	22677874	1.481442
chr22	22683914	22683915	1.487135
chr22	22686229	22686230	1.489340
chr22	22688384	22688385	1.491394
chr22	22690553	22690554	1.493459
chr22	22695206	22695207	1.497856
chr22	22697291	22697292	1.499802
chr22	22699342	22699343	1.501694
chr22	22701319	22701320	1.503492
chr22	22703832	22703833	1.505733
chr22	22706366	22706367	1.507934
chr22	22708744	22708745	1.509939
chr22	22710655	22710656	1.511504
chr22	22713043	22713044	1.513401
chr22	22715095	22715096	1.514976
chr22	22716847	22716848	1.516280
chr22	22719050	22719051	1.517866
chr22	22720900	22720901	1.519151
chr22	22722940	22722941	1.520518
chr22	46801554	46801555	-0.275805


